"Date","Bookmaker","Tipster","Sport","Category","Competition","Type of bet","Free bet","Live","Type","Label of bet","Odds","Stake","Gain","Winning bonus","Commission","Profit","State","Closing Odds","Comment"
"06/12/2024 12:57","Bet365","Guatepicks","Football","","","","","","Simple","San José femenino ",1.75,4500,7875,"","",3375,"Won","",""
"06/12/2024 12:55","Bet365","Vidente","Tennis","","","","","","Simple","Haase",4,1500,-1500,"","",-1500,"Lost","",""
"06/12/2024 12:06","PlayDoit","Turco","Baseball","","LMB - México ","","","","Simple","U9.5 Tabasco ",1.845,4500,8302.5,"","",3802.5,"Won","",""
"06/12/2024 00:50","PlayDoit","Dino ","Baseball","","","","","","Simple","U4.5 doosan",1.8,1500,-1500,"","",-1500,"Lost","",""
"06/11/2024 23:05","Bet365","DavidM","Baseball","","LMB - México ","","","","Simple","Unders necios",1.66,1500,-1500,"","",-1500,"Lost","",""
"06/11/2024 22:57","Bet365","Turco","Baseball","","LMB - México ","","","","Simple","Unders",1.55,3000,-3000,"","",-3000,"Lost","",""
"06/11/2024 22:34","PlayDoit","Vidente","Tennis","","","","","","Simple","Trhac",7.4,1500,-1500,"","",-1500,"Lost","",""
"06/11/2024 19:50","Bet365","Turco","Baseball","","MLB - USA","","","","Simple","Blue jays ",1.83,6000,10980,"","",4980,"Won","",""
"06/11/2024 18:42","Bet365","Guatepicks","Football","","","","","","Simple","Guyana",1.707,4500,7681.5,"","",3181.5,"Won","",""
"06/11/2024 18:32","Bet365","Vidente","Tennis","","","","","","Simple","Watson",3,1500,-1500,"","",-1500,"Lost","",""
"06/11/2024 15:54","Bet365","Vidente","Tennis","","","","","","Simple","Frech",1.909,3000,5727,"","",2727,"Won","",""
"06/11/2024 15:38","Bet365","Turco","Baseball","","LMB - México ","","","","Simple","Tabasco y Tijuana ",2.625,3000,7875,"","",4875,"Won","",""
"06/11/2024 15:37","Bet365","Dino ","Baseball","","MLB - USA","","","","Simple","Pirates",1.741,2250,3917.25,"","",1667.25,"Won","",""
"06/11/2024 14:54","Bet365","Dino ","Baseball","","MLB - USA","","","","Simple","Phillies ",1.83,2250,4117.5,"","",1867.5,"Won","",""
"06/11/2024 11:40","Bet365","Guatepicks","Football","","","","","","Simple","River F",1.666,2250,3748.5,"","",1498.5,"Won","",""
"06/11/2024 10:36","Bet365","Yuca","Football","","","","","","Simple","Ven aknoun",1.35,3000,-3000,"","",-3000,"Lost","",""
"06/11/2024 00:45","Bet365","Turco","Baseball","","","","","","Simple","Landers",1.666,3000,4998,"","",1998,"Won","",""
"06/11/2024 00:28","Bet365","Vidente","Tennis","","","","","","Simple","Arango",3.75,1500,-1500,"","",-1500,"Lost","",""
"06/11/2024 00:18","PlayDoit","Dino ","Baseball","","","","","","Simple","Doosan -1",2,1500,3000,"","",1500,"Won","",""
"06/10/2024 21:29","Bet365","Turco","Baseball","","LMB - México ","","","","Simple","Laguna",1.909,3500,-3500,"","",-3500,"Lost","",""
"06/10/2024 19:21","Bet365","Dino ","Baseball","","MLB - USA","","","","Simple","Yankees",1.83,1500,2745,"","",1245,"Won","",""
"06/10/2024 19:11","Bet365","Guatepicks","Football","","","","","","Simple","Corea del norte no",1.25,3000,-3000,"","",-3000,"Lost","",""
"06/10/2024 16:30","PlayDoit","Dino ","Baseball","","MLB - USA","","","","Simple","White Sox +1",1.769,1500,2653.5,"","",1153.5,"Won","",""
"06/10/2024 13:52","Bet365","Yuca","Football","","","","","","Simple","Municipal -1",1.875,3000,-3000,"","",-3000,"Lost","",""
"06/10/2024 10:03","Bet365","Vidente","Tennis","","","","","","Simple","Krunic",2.1,3000,6300,"","",3300,"Won","",""
"06/09/2024 21:45","Bet365","Turco","Basketball","","","","","","Simple","Mavericks ",1.86,2250,-2250,"","",-2250,"Lost","",""
"06/09/2024 20:24","Bet365","Turco","Baseball","","","","","","Simple","Tijuana",1.83,3500,6405,"","",2905,"Won","",""
"06/09/2024 16:09","Bet365","Vidente","Tennis","","","","","","Simple","Dalma",2.62,3000,7860,"","",4860,"Won","",""
"06/09/2024 16:07","Bet365","Yuca","Football","","","","","","Simple","Zung Mm Dal",1.7,3000,5100,"","",2100,"Won","",""
"06/09/2024 16:02","Bet365","Vidente","Tennis","","","","","","Simple","Dominika",1.83,3000,-3000,"","",-3000,"Lost","",""
"06/09/2024 15:13","Bet365","Guatepicks","Football","","","","","","Simple","Jamaica",2,4500,-4500,"","",-4500,"Lost","",""
"06/09/2024 15:05","Bet365","DJ Serch","Football","","","","","","Simple","El Salvador",1.61,2500,-2500,"","",-2500,"Lost","",""
"06/09/2024 13:58","Bet365","Vidente","Tennis","","","","","","Simple","Yuriko",2.2,3000,-3000,"","",-3000,"Lost","",""
"06/09/2024 13:48","Bet365","F1","Formula 1","","","","","","Simple","5 segundos ",3,500,1500,"","",1000,"Won","",""
"06/09/2024 13:45","Bet365","F1","Tennis","","","","","","Simple","Lewis Hamilton",1.909,500,954.5,"","",454.5,"Won","",""
"06/09/2024 13:42","Bet365","F1","Formula 1","","","","","","Simple","Gasly x2",4,500,2000,"","",1500,"Won","",""
"06/09/2024 13:41","Bet365","F1","Formula 1","","","","","","Simple","Alpine",34,250,8500,"","",8250,"Won","",""
"06/09/2024 13:41","Bet365","F1","Formula 1","","","","","","Simple","Gasly ",4.5,250,1125,"","",875,"Won","",""
"06/09/2024 13:41","Bet365","F1","Formula 1","","","","","","Simple","Ocon si",9,240,2160,"","",1920,"Won","",""
"06/09/2024 13:26","Bet365","Guatepicks","Football","","","","","","Simple","UniFut",1.775,3000,-3000,"","",-3000,"Lost","",""
"06/09/2024 13:25","Bet365","Turco","Baseball","","","","","","Simple","Twins",2,3000,6000,"","",3000,"Won","",""
"06/09/2024 00:54","Bet365","Turco","Baseball","","","","","","Simple","Lions ",1.909,3000,5727,"","",2727,"Won","",""
"06/09/2024 00:44","PlayDoit","F1","Formula 1","","","","","","Simple","Puta Fórmula 1",9,5750,-5750,"","",-5750,"Lost","",""
"06/08/2024 23:33","Bet365","DJ Serch","Football","","","","","","Simple","México juvenil ",1.8,3000,-3000,"","",-3000,"Lost","",""
"06/08/2024 19:01","Bet365","DJ Serch","Basketball","","","","","","Simple","Falcon ",1.83,2250,4117.5,"","",1867.5,"Won","",""
"06/08/2024 18:45","Bet365","Vidente","Tennis","","","","","","Simple","Yuen Yuan",1.909,3000,5727,"","",2727,"Won","",""
"06/08/2024 14:52","Bet365","Yuca","Football","","","","","","Simple","Corners",2,3000,-3000,"","",-3000,"Lost","",""
"06/08/2024 14:52","Bet365","Yuca","Football","","","","","","Simple","Kansas",1.925,3000,5775,"","",2775,"Won","",""
"06/08/2024 14:51","Bet365","Turco","Baseball","","LMB - México ","","","","Simple","Under & Under",3.143,3000,9429,"","",6429,"Won","",""
"06/08/2024 14:37","PlayDoit","DJ Serch","Football","","","","","","Simple","Portobello",2,2250,4500,"","",2250,"Won","",""
"06/08/2024 12:47","Bet365","F1","Formula 1","","","","","","Simple","Puta Fórmula 1",2,1500,-1500,"","",-1500,"Lost","",""
"06/08/2024 12:13","Bet365","F1","Formula 1","","","","","","Simple","Louis Hamilton ",4,500,2000,"","",1500,"Won","",""
"06/08/2024 12:06","Bet365","F1","Formula 1","","","","","","Simple","Russell",5.5,500,2750,"","",2250,"Won","",""
"06/08/2024 10:33","PlayDoit","DJ Serch","Football","","","","","","Simple","Panamá ",1.72,1500,-1500,"","",-1500,"Lost","",""
"06/07/2024 23:23","Bet365","DJ Serch","Football","","","","","","Simple","Surinam",1.8,3000,-3000,"","",-3000,"Lost","",""
"06/07/2024 16:59","Bet365","Dino ","Baseball","","MLB - USA","","","","Simple","Guardians",1.86,2250,-2250,"","",-2250,"Lost","",""
"06/07/2024 16:35","Bet365","Dino ","Baseball","","MLB - USA","","","","Simple","Blue Gays",1.6,3000,-3000,"","",-3000,"Lost","",""
"06/07/2024 13:04","Bet365","F1","Formula 1","","","","","","Simple","Fernando Alonso",4.33,500,2165,"","",1665,"Won","",""
"06/07/2024 12:58","Bet365","F1","Formula 1","","","","","","Simple","Rusell",8,750,6000,"","",5250,"Won","",""
"06/07/2024 12:57","Bet365","F1","Formula 1","","","","","","Simple","Puta 1",2,6500,-6500,"","",-6500,"Lost","",""
"06/07/2024 12:48","Bet365","Guatepicks","Football","","","","","","Simple","Rumania",2,3000,-3000,"","",-3000,"Lost","",""
"06/07/2024 12:44","PlayDoit","Turco","Baseball","","LMB - México ","","","","Simple","qroo",1.77,4500,7965,"","",3465,"Won","",""
"06/07/2024 12:44","PlayDoit","Turco","Baseball","","LMB - México ","","","","Simple","puebla",1.69,4000,-4000,"","",-4000,"Lost","",""
"06/07/2024 11:19","Bet365","Vidente","Tennis","","","","","","Simple","Sidansek",2,3000,6000,"","",3000,"Won","",""
"06/07/2024 11:19","","Vidente","Tennis","","","","","","Simple","Alexander",1.83,3000,5490,"","",2490,"Won","",""
"06/06/2024 21:17","Bet365","Turco","Baseball","","LMB - México ","","","","Simple","tijuana y campeche",1.52,3500,-3500,"","",-3500,"Lost","",""
"06/06/2024 19:57","Bet365","Guatepicks","Football","","","","","","Simple","saprissa",2.477,3000,7431,"","",4431,"Won","",""
"06/06/2024 19:47","PlayDoit","Turco","Baseball","","LMB - México ","","","","Simple","veracruz",1.92,3500,6720,"","",3220,"Won","",""
"06/06/2024 19:03","Bet365","DJ Serch","Basketball","","","","","","Simple","piratas +4.5",1.8,3000,5400,"","",2400,"Won","",""
"06/06/2024 18:29","PlayDoit","Yuca","Football","","","","","","Simple","Kabylie",1.86,3000,5580,"","",2580,"Won","",""
"06/06/2024 17:54","Bet365","Yuca","Football","","","","","","Simple","o2.5 puta mls",1.8,3000,-3000,"","",-3000,"Lost","",""
"06/06/2024 16:18","Bet365","Guatepicks","Football","","","","","","Simple","haiti",1.54,2250,3465,"","",1215,"Won","",""
"06/06/2024 12:28","Bet365","Dino ","Baseball","","MLB - USA","","","","Simple","marineros",1.714,3000,5142,"","",2142,"Won","",""
"06/06/2024 12:27","Bet365","Dino ","Baseball","","MLB - USA","","","","Simple","orioles",2,3000,-3000,"","",-3000,"Lost","",""
"06/05/2024 21:25","Bet365","Vidente","Tennis","","","","","","Simple","soboleva",1.9,3000,-3000,"","",-3000,"Lost","",""
"06/05/2024 21:25","Bet365","Vidente","Tennis","","","","","","Simple","appleton",3,1500,4500,"","",3000,"Won","",""
"06/05/2024 20:48","Bet365","Turco","Baseball","","LMB - México ","","","","Simple","veracruz",1.85,3500,6475,"","",2975,"Won","",""
"06/05/2024 20:47","Bet365","Turco","Baseball","","LMB - México ","","","","Simple","u10.5 campeche",1.83,3500,6405,"","",2905,"Won","",""
"06/05/2024 20:30","Bet365","DJ Serch","Football","","","","","","Simple","uruguay",1.725,2250,3881.25,"","",1631.25,"Won","",""
"06/05/2024 18:10","Bet365","Turco","Baseball","","MLB - USA","","","","Simple","marlins",2,3000,-3000,"","",-3000,"Lost","",""
"06/05/2024 17:39","Bet365","DJ Serch","Football","","","","","","Simple","surinmam -1.75",1.85,1500,2775,"","",1275,"Won","",""
"06/05/2024 17:26","Bet365","DJ Serch","Football","","","","","","Simple","surinman -2.25",1.625,3375,5484.38,"","",2109.38,"Won","",""
"06/05/2024 13:40","PlayDoit","Dino ","Baseball","","MLB - USA","","","","Simple","yankees -1",1.83,3000,5490,"","",2490,"Won","",""
"06/05/2024 13:26","Bet365","Yuca","Football","","","","","","Simple","pendejos corners pendejo yuca",2,6000,-6000,"","",-6000,"Lost","",""
"06/05/2024 11:35","Bet365","Guatepicks","Football","","","","","","Simple","parlay rico",1.22,750,-750,"","",-750,"Lost","",""
"06/05/2024 11:31","Bet365","Vidente","Tennis","","","","","","Simple","svajda",3.5,750,2625,"","",1875,"Won","",""
"06/05/2024 11:13","Bet365","Guatepicks","Football","","","","","","Simple","españa",1.8,4500,8100,"","",3600,"Won","",""
"06/05/2024 11:09","Bet365","Guatepicks","Football","","","","","","Simple","no bélgica",1.567,3000,4701,"","",1701,"Won","",""
"06/05/2024 11:08","Bet365","Guatepicks","Football","","","","","","Simple","no",1.95,750,1462.5,"","",712.5,"Won","",""
"06/05/2024 11:07","Bet365","Guatepicks","Football","","","","","","Simple","corea del norte",1.725,2250,3881.25,"","",1631.25,"Won","",""
"06/05/2024 11:06","Bet365","Guatepicks","Football","","","","","","Simple","triple no",2.24,2250,5040,"","",2790,"Won","",""
"06/05/2024 11:00","Bet365","Guatepicks","Football","","","","","","Simple","no no",1.857,1500,2785.5,"","",1285.5,"Won","",""
"06/05/2024 10:56","Bet365","Guatepicks","Football","","","","","","Simple","no no",1.36,1500,-1500,"","",-1500,"Lost","",""
"06/05/2024 10:54","Bet365","Guatepicks","Football","","","","","","Simple","no ",1.7,1500,-1500,"","",-1500,"Lost","",""
"06/05/2024 10:53","Bet365","Guatepicks","Football","","","","","","Simple","no no",1.28,2250,-2250,"","",-2250,"Lost","",""
"06/05/2024 10:52","Bet365","Guatepicks","Football","","","","","","Simple","no no",1.708,1500,2562,"","",1062,"Won","",""
"06/05/2024 10:52","Bet365","Guatepicks","Football","","","","","","Simple","no no",1.625,3009,4889.63,"","",1880.63,"Won","",""
"06/05/2024 01:20","Bet365","Dino ","Baseball","","","","","","Simple","lions",2,2250,-2250,"","",-2250,"Lost","",""
"06/04/2024 23:22","PlayDoit","Dino ","Baseball","","","","","","Simple","doosan F5",1.8,2250,-2250,"","",-2250,"Lost","",""
"06/04/2024 20:41","Bet365","Turco","Baseball","","LMB - México ","","","","Simple","puebla",1.769,3000,5307,"","",2307,"Won","",""
"06/04/2024 19:40","PlayDoit","Turco","Baseball","","LMB - México ","","","","Simple","Veracruz",1.93,4000,7720,"","",3720,"Won","",""
"06/04/2024 19:05","Bet365","DJ Serch","Basketball","","","","","","Simple","gladiadores",1.83,1875,3431.25,"","",1556.25,"Won","",""
"06/04/2024 17:13","Bet365","Yuca","Football","","","","","","Simple","o5 corners",1.8,3000,-3000,"","",-3000,"Lost","",""
"06/04/2024 15:13","Bet365","Dino ","Baseball","","MLB - USA","","","","Simple","os -1",1.825,2250,4106.25,"","",1856.25,"Won","",""
"06/04/2024 12:54","Bet365","Vidente","Tennis","","","","","","Simple","zarazua",1.83,2250,4117.5,"","",1867.5,"Won","",""
"06/04/2024 12:53","Bet365","Vidente","Tennis","","","","","","Simple","duncan/reese",1.753,3000,5259,"","",2259,"Won","",""
"06/04/2024 11:38","Bet365","DJ Serch","Football","","","","","","Simple","ucrania",1.9,1500,2850,"","",1350,"Won","",""
"06/03/2024 23:24","Las Vegas en Vivo","","Baseball","","LMB - México ","","","","Simple","U15.5 Charros ROBO",1.85,10779,-10779,"","",-10779,"Lost","",""
"06/03/2024 23:19","Bet365","Dino ","Baseball","","","","","","Simple","Kiwoom",1.8,2250,4050,"","",1800,"Won","",""
"06/03/2024 23:19","Bet365","Yuca","Football","","","","","","Simple","Suiza córners ",1.83,3000,5490,"","",2490,"Won","",""
"06/03/2024 23:18","Bet365","Vidente","Tennis","","","","","","Simple","Alex bolt",2.5,2250,-2250,"","",-2250,"Lost","",""
"06/03/2024 22:59","PlayDoit","Dino ","Baseball","","","","","","Simple","Giants +0.5",1.75,2250,3937.5,"","",1687.5,"Won","",""
"06/03/2024 18:19","Bet365","Dino ","Baseball","","","","","","Simple","Nats",1.869,3000,-3000,"","",-3000,"Lost","",""
"06/03/2024 18:19","Bet365","Guatepicks","Football","","","","","","Simple","México 0.0",1.875,4500,-4500,"","",-4500,"Lost","",""
"06/03/2024 01:27","Bet365","Vidente","Tennis","","","","","","Simple","Evitolin",1.8,2350,-2350,"","",-2350,"Lost","",""
"06/02/2024 19:10","Bet365","Turco","Baseball","","MLB - USA","","","","Simple","Under y cardinals ",2.911,2500,7277.5,"","",4777.5,"Won","",""
"06/02/2024 17:32","Bet365","Guatepicks","Football","","","","","","Simple","Carcha",1.85,3000,5550,"","",2550,"Won","",""
"06/02/2024 17:15","Bet365","Guatepicks","Football","","","","","","Simple","U2.75",1.96,2250,-2250,"","",-2250,"Lost","",""
"06/02/2024 15:20","Bet365","DJ Serch","Football","","","","","","Simple","Preta",2.75,1500,4125,"","",2625,"Won","",""
"06/02/2024 13:29","Bet365","DJ Serch","Football","","","","","","Simple","Gijon ",2,1500,3000,"","",1500,"Won","",""
"06/02/2024 13:20","Bet365","Turco","Baseball","","MLB - USA","","","","Simple","Arozarena",2.1,2500,-2500,"","",-2500,"Lost","",""
"06/01/2024 23:09","Bet365","DJ Serch","Football","","","","","","Simple","Vancouver ",1.83,1500,2745,"","",1245,"Won","",""
"06/01/2024 19:44","Bet365","DJ Serch","Football","","","","","","Simple","Chicago fire ",1.675,3375,5653.13,"","",2278.13,"Won","",""
"06/01/2024 18:52","Bet365","DJ Serch","Football","","","","","","Simple","Rio branco",2.2,1500,3300,"","",1800,"Won","",""
"06/01/2024 18:51","Bet365","Ramiro","Baseball","","LMB - México ","","","","Simple","Chihuahuas ",2.1,4500,9450,"","",4950,"Won","",""
"06/01/2024 18:23","Bet365","Turco","Baseball","","LMB - México ","","","","Simple","Diablos -1.5",1.666,3000,4998,"","",1998,"Won","",""
"06/01/2024 16:07","Bet365","Turco","Baseball","","MLB - USA","","","","Simple","Padres ",2.05,2500,5125,"","",2625,"Won","",""
"06/01/2024 16:06","Bet365","Turco","Baseball","","MLB - USA","","","","Simple","Cleveland ",1.714,3000,5142,"","",2142,"Won","",""
"06/01/2024 14:17","Bet365","DJ Serch","Football","","","","","","Simple","Soualem",1.9,1500,-1500,"","",-1500,"Lost","",""
"06/01/2024 13:56","Bet365","Dino ","Football","","","","","","Simple","Real Madrid ",1.728,3000,5184,"","",2184,"Won","",""
"06/01/2024 13:32","Bet365","Turco","Baseball","","LMB - México ","","","","Simple","Yuca",1.666,3375,5622.75,"","",2247.75,"Won","",""
"06/01/2024 13:31","Bet365","Turco","Baseball","","LMB - México ","","","","Simple","U13.5 diablos ",1.769,3000,-3000,"","",-3000,"Lost","",""
"06/01/2024 13:12","Bet365","DavidM","Football","","","","","","Simple","Parlays y aumentos de apuesta",2,3325,-3325,"","",-3325,"Lost","",""
"06/01/2024 13:10","Bet365","Dino ","Baseball","","MLB - USA","","","","Simple","Mets ",1.8,2250,-2250,"","",-2250,"Lost","",""
"05/31/2024 20:05","Las Vegas en Vivo","Turco","Baseball","","LMB - México ","","","","Simple","Querétaro ",1.81,5000,9050,"","",4050,"Won","",""
"05/31/2024 13:54","PlayDoit","DJ Serch","Football","","","","","","Simple","Bolivia ",1.755,2258.21,3963.16,"","",1704.95,"Won","",""
"05/31/2024 13:08","Las Vegas en Vivo","Ramiro","Baseball","","LMB - México ","","","","Simple","Charros",1.728,9000,15552,"","",6552,"Won","",""
"05/30/2024 22:00","Bet365","Turco","Baseball","","LMB - México ","","","","Simple","Saltillo +2.5",1.83,3000,5490,"","",2490,"Won","",""
"05/30/2024 21:54","Bet365","Vidente","Tennis","","","","","","Simple","Svajda",2.2,2250,-2250,"","",-2250,"Lost","",""
"05/30/2024 21:11","Las Vegas en Vivo","DJ Serch","Basketball","","","","","","Simple","Rojas de Veracruz ",1.86,1500,2790,"","",1290,"Won","",""
"05/30/2024 20:18","Las Vegas en Vivo","Turco","Baseball","","LMB - México ","","","","Simple","Veracruz y Tabasco ",2.722,8000,21776,"","",13776,"Won","",""
"05/30/2024 19:08","Bet365","Guatepicks","Football","","","","","","Simple","Nanga",1.575,3000,4725,"","",1725,"Won","",""
"05/30/2024 19:08","Bet365","Turco","Baseball","","MLB - USA","","","","Simple","Tigers",2,3000,6000,"","",3000,"Won","",""
"05/30/2024 17:01","Bet365","Guatepicks","Football","","","","","","Simple","El salvador",1.53,2500,3825,"","",1325,"Won","",""
"05/30/2024 17:00","Bet365","Guatepicks","Boxe","","","","","","Simple","Allotey",4.5,1500,-1500,"","",-1500,"Lost","",""
"05/30/2024 17:00","Bet365","Guatepicks","Football","","","","","","Simple","KSVN",1.28,1500,-1500,"","",-1500,"Lost","",""
"05/30/2024 16:50","Bet365","Guatepicks","Football","","","","","","Simple","Hi chin ",1.75,1500,2625,"","",1125,"Won","",""
